reservation_id,user_id,room_id,check_in,check_out,nights,guests,booking_date,booking_channel,status,price_per_night,total_price
84,426,23,2023-07-04,2023-07-05,1,2,2023-06-28,phone,confirmed,172.08,172.08
5,403,24,2023-07-04,2023-07-07,3,2,2023-06-11,phone,confirmed,69.61,208.82
1068,117,28,2023-07-04,2023-07-08,4,4,2023-06-10,phone,confirmed,131.94,527.75
229,387,31,2023-07-04,2023-07-09,5,1,2023-07-01,mobile_app,confirmed,106.94,534.69
555,473,36,2023-07-04,2023-07-05,1,2,2023-06-24,mobile_app,confirmed,137.72,137.72
899,286,38,2023-07-04,2023-07-09,5,4,2023-06-20,phone,confirmed,121.66,608.3
1642,585,40,2023-07-04,2023-07-05,1,4,2023-06-04,web,confirmed,140.87,140.87
1022,666,42,2023-07-04,2023-07-08,4,1,2023-06-05,phone,confirmed,109.41,437.64
1116,773,44,2023-07-04,2023-07-07,3,4,2023-06-30,mobile_app,confirmed,139.27,417.8
1870,67,46,2023-07-04,2023-07-05,1,2,2023-06-09,phone,confirmed,97.73,97.73
608,635,50,2023-07-04,2023-07-07,3,2,2023-05-20,agency,confirmed,163.86,491.58
748,374,52,2023-07-04,2023-07-08,4,4,2023-07-01,web,confirmed,164.07,656.26
372,263,56,2023-07-04,2023-07-07,3,2,2023-07-02,phone,confirmed,176.69,530.08
851,677,63,2023-07-04,2023-07-06,2,3,2023-06-02,web,confirmed,62.26,124.52
1743,225,68,2023-07-04,2023-07-05,1,4,2023-06-13,mobile_app,confirmed,169.89,169.89
903,139,69,2023-07-04,2023-07-09,5,3,2023-05-07,phone,confirmed,86.65,433.23
1632,500,70,2023-07-04,2023-07-06,2,4,2023-05-26,agency,confirmed,120.58,241.16
1595,205,72,2023-07-04,2023-07-05,1,3,2023-05-24,agency,confirmed,110.9,110.9
1809,728,81,2023-07-04,2023-07-05,1,4,2023-06-06,web,confirmed,178.38,178.38
409,186,85,2023-07-04,2023-07-07,3,4,2023-06-16,agency,confirmed,98.1,294.31
301,602,90,2023-07-04,2023-07-05,1,3,2023-06-17,web,confirmed,120.02,120.02
1724,771,91,2023-07-04,2023-07-05,1,1,2023-06-25,phone,confirmed,96.13,96.13
664,513,94,2023-07-04,2023-07-07,3,2,2023-05-10,agency,confirmed,115.94,347.82
1188,751,95,2023-07-04,2023-07-07,3,4,2023-06-11,phone,confirmed,60.37,181.11
1076,736,96,2023-07-04,2023-07-09,5,4,2023-05-09,web,confirmed,84.35,421.74
824,277,97,2023-07-04,2023-07-07,3,1,2023-06-09,phone,confirmed,107.01,321.03
1901,294,99,2023-07-04,2023-07-05,1,2,2023-05-07,agency,confirmed,167.7,167.7
713,600,102,2023-07-04,2023-07-05,1,3,2023-06-19,mobile_app,confirmed,148.56,148.56
1685,434,112,2023-07-04,2023-07-05,1,4,2023-05-05,web,confirmed,111.52,111.52
122,210,113,2023-07-04,2023-07-07,3,4,2023-05-29,web,confirmed,72.71,218.14
127,306,115,2023-07-04,2023-07-08,4,4,2023-05-26,phone,confirmed,63.72,254.9
518,285,117,2023-07-04,2023-07-05,1,2,2023-06-10,agency,confirmed,71.31,71.31
1741,165,118,2023-07-04,2023-07-05,1,4,2023-06-02,mobile_app,confirmed,155.79,155.79
115,446,119,2023-07-04,2023-07-05,1,3,2023-06-18,web,confirmed,143.45,143.45
1393,244,120,2023-07-04,2023-07-06,2,2,2023-07-03,mobile_app,confirmed,161.62,323.25
1734,140,125,2023-07-04,2023-07-05,1,2,2023-07-02,web,confirmed,96.43,96.43
733,453,130,2023-07-04,2023-07-07,3,4,2023-06-01,mobile_app,confirmed,176.69,530.06
1048,316,132,2023-07-04,2023-07-06,2,2,2023-06-07,agency,confirmed,79.35,158.7
1562,479,134,2023-07-04,2023-07-06,2,2,2023-06-28,web,confirmed,146.55,293.1
847,239,135,2023-07-04,2023-07-07,3,2,2023-05-21,phone,confirmed,84.96,254.87
17,422,137,2023-07-04,2023-07-05,1,2,2023-05-21,agency,confirmed,171.95,171.95
1727,144,138,2023-07-04,2023-07-05,1,3,2023-06-26,mobile_app,confirmed,171.77,171.77
95,552,142,2023-07-04,2023-07-08,4,1,2023-06-30,phone,confirmed,174.82,699.29
421,798,143,2023-07-04,2023-07-08,4,2,2023-06-04,mobile_app,confirmed,77.63,310.54
392,671,147,2023-07-04,2023-07-05,1,1,2023-05-07,mobile_app,confirmed,104.98,104.98
619,190,148,2023-07-04,2023-07-06,2,1,2023-05-31,web,confirmed,142.51,285.01
251,519,150,2023-07-04,2023-07-06,2,3,2023-05-10,mobile_app,confirmed,159.74,319.48
1497,388,3,2023-07-05,2023-07-07,2,4,2023-05-09,web,confirmed,78.75,157.5
174,460,5,2023-07-05,2023-07-06,1,1,2023-05-28,web,confirmed,141.72,141.72
85,421,7,2023-07-05,2023-07-07,2,3,2023-05-19,mobile_app,confirmed,133.26,266.52
298,294,12,2023-07-05,2023-07-08,3,4,2023-06-29,agency,confirmed,176.98,530.94
214,211,14,2023-07-05,2023-07-08,3,4,2023-05-12,web,confirmed,84.77,254.32
395,406,19,2023-07-05,2023-07-06,1,4,2023-05-14,mobile_app,confirmed,120.05,120.05
1509,17,22,2023-07-05,2023-07-06,1,1,2023-06-09,phone,confirmed,103.8,103.8
882,34,23,2023-07-05,2023-07-06,1,3,2023-05-24,web,confirmed,78.13,78.13
1766,533,25,2023-07-05,2023-07-06,1,2,2023-05-26,mobile_app,confirmed,110.67,110.67
655,149,26,2023-07-05,2023-07-07,2,4,2023-06-07,agency,confirmed,163.38,326.77
1179,57,35,2023-07-05,2023-07-09,4,1,2023-05-15,phone,confirmed,73.48,293.91
365,548,36,2023-07-05,2023-07-07,2,2,2023-06-23,agency,confirmed,144.99,289.98
948,437,37,2023-07-05,2023-07-09,4,4,2023-05-29,mobile_app,confirmed,107.46,429.85
1490,649,39,2023-07-05,2023-07-06,1,2,2023-05-07,phone,confirmed,120.19,120.19
256,798,40,2023-07-05,2023-07-08,3,3,2023-06-20,phone,confirmed,152.28,456.83
925,249,45,2023-07-05,2023-07-08,3,2,2023-06-12,agency,confirmed,114.68,344.04
396,198,46,2023-07-05,2023-07-08,3,2,2023-07-05,agency,confirmed,173.14,519.43
142,379,47,2023-07-05,2023-07-07,2,1,2023-05-27,agency,confirmed,60.34,120.68
1825,746,48,2023-07-05,2023-07-06,1,4,2023-05-14,phone,confirmed,121.66,121.66
731,441,54,2023-07-05,2023-07-08,3,3,2023-05-08,phone,confirmed,139.15,417.45
124,713,64,2023-07-05,2023-07-08,3,4,2023-06-03,web,confirmed,163.89,491.68
1729,127,66,2023-07-05,2023-07-06,1,1,2023-06-20,agency,confirmed,144.23,144.23
1348,428,67,2023-07-05,2023-07-06,1,1,2023-05-27,agency,confirmed,116.28,116.28
159,172,68,2023-07-05,2023-07-08,3,1,2023-06-14,agency,confirmed,84.06,252.19
1427,726,71,2023-07-05,2023-07-06,1,2,2023-05-22,web,confirmed,100.48,100.48
1452,293,72,2023-07-05,2023-07-06,1,2,2023-05-10,web,confirmed,113.59,113.59
1265,371,76,2023-07-05,2023-07-07,2,3,2023-06-16,agency,confirmed,65.16,130.32
1152,58,79,2023-07-05,2023-07-07,2,3,2023-06-09,web,confirmed,62.19,124.39
225,617,80,2023-07-05,2023-07-07,2,2,2023-07-05,mobile_app,confirmed,103.03,206.06
674,58,81,2023-07-05,2023-07-06,1,3,2023-06-14,mobile_app,confirmed,74.04,74.04
59,38,84,2023-07-05,2023-07-09,4,3,2023-05-12,agency,confirmed,154.37,617.47
1806,113,87,2023-07-05,2023-07-06,1,4,2023-06-02,web,confirmed,78.38,78.38
164,217,88,2023-07-05,2023-07-06,1,3,2023-06-25,mobile_app,confirmed,105.74,105.74
467,467,90,2023-07-05,2023-07-08,3,2,2023-07-01,agency,confirmed,148.19,444.58
586,42,91,2023-07-05,2023-07-06,1,1,2023-06-10,web,confirmed,81.4,81.4
1219,601,93,2023-07-05,2023-07-07,2,4,2023-06-15,mobile_app,confirmed,123.68,247.36
549,779,99,2023-07-05,2023-07-10,5,4,2023-06-18,web,confirmed,149.7,748.52
70,204,101,2023-07-05,2023-07-10,5,1,2023-06-09,web,confirmed,120.92,604.61
1385,103,102,2023-07-05,2023-07-08,3,4,2023-06-23,phone,confirmed,63.8,191.41
1740,331,106,2023-07-05,2023-07-06,1,4,2023-07-01,phone,confirmed,173.28,173.28
1631,180,107,2023-07-05,2023-07-06,1,1,2023-06-12,web,confirmed,66.04,66.04
134,442,108,2023-07-05,2023-07-11,6,3,2023-06-11,phone,confirmed,129.17,775.03
1266,518,109,2023-07-05,2023-07-07,2,4,2023-06-15,phone,confirmed,119.43,238.86
1579,337,112,2023-07-05,2023-07-06,1,4,2023-05-30,agency,confirmed,173.37,173.37
1722,446,117,2023-07-05,2023-07-06,1,3,2023-05-09,web,confirmed,68.59,68.59
1204,473,118,2023-07-05,2023-07-08,3,3,2023-05-10,web,confirmed,141.26,423.78
267,80,119,2023-07-05,2023-07-07,2,2,2023-05-19,mobile_app,confirmed,89.31,178.63
432,523,121,2023-07-05,2023-07-07,2,4,2023-06-23,mobile_app,confirmed,146.69,293.37
1208,237,122,2023-07-05,2023-07-06,1,2,2023-05-06,agency,confirmed,129.61,129.61
1071,406,123,2023-07-05,2023-07-10,5,3,2023-05-10,mobile_app,confirmed,142.37,711.85
707,221,124,2023-07-05,2023-07-06,1,1,2023-05-27,mobile_app,confirmed,69.24,69.24
488,149,125,2023-07-05,2023-07-07,2,1,2023-06-05,mobile_app,confirmed,125.21,250.42
703,452,126,2023-07-05,2023-07-08,3,2,2023-05-06,web,confirmed,92.26,276.79
211,139,127,2023-07-05,2023-07-07,2,3,2023-05-11,mobile_app,confirmed,161.54,323.09
248,566,136,2023-07-05,2023-07-06,1,3,2023-05-11,web,confirmed,134.1,134.1
499,217,137,2023-07-05,2023-07-08,3,3,2023-05-29,agency,confirmed,84.98,254.95
770,244,138,2023-07-05,2023-07-07,2,3,2023-06-23,phone,confirmed,177.58,355.16
1202,427,139,2023-07-05,2023-07-09,4,2,2023-06-12,web,confirmed,131.84,527.38
1374,3,144,2023-07-05,2023-07-07,2,1,2023-06-11,agency,confirmed,118.08,236.16
1731,745,145,2023-07-05,2023-07-06,1,2,2023-05-22,phone,confirmed,123.06,123.06
1792,583,146,2023-07-05,2023-07-06,1,3,2023-05-25,mobile_app,confirmed,98.82,98.82
1242,47,147,2023-07-05,2023-07-07,2,4,2023-05-31,mobile_app,confirmed,61.23,122.46
892,612,149,2023-07-05,2023-07-10,5,4,2023-06-02,mobile_app,confirmed,157.66,788.3
794,705,4,2023-07-06,2023-07-11,5,2,2023-06-07,phone,confirmed,117.98,589.88
709,163,5,2023-07-06,2023-07-10,4,4,2023-07-04,agency,confirmed,65.11,260.45
680,792,8,2023-07-06,2023-07-10,4,3,2023-06-29,web,confirmed,69.49,277.98
536,386,10,2023-07-06,2023-07-10,4,2,2023-06-07,phone,confirmed,96.35,385.4
1447,87,17,2023-07-06,2023-07-07,1,2,2023-05-31,phone,confirmed,151.27,151.27
822,714,18,2023-07-06,2023-07-09,3,2,2023-06-01,web,confirmed,108.76,326.27
815,380,19,2023-07-06,2023-07-09,3,2,2023-07-01,web,confirmed,139.93,419.8
217,118,22,2023-07-06,2023-07-08,2,1,2023-06-08,agency,confirmed,170.2,340.4
1873,615,23,2023-07-06,2023-07-07,1,4,2023-06-20,agency,confirmed,118.5,118.5
669,511,25,2023-07-06,2023-07-09,3,2,2023-05-13,phone,confirmed,144.59,433.78
1363,3,29,2023-07-06,2023-07-08,2,2,2023-06-01,phone,confirmed,60.74,121.48
182,320,30,2023-07-06,2023-07-07,1,3,2023-07-05,phone,confirmed,170.06,170.06
1860,386,32,2023-07-06,2023-07-07,1,1,2023-06-22,mobile_app,confirmed,62.79,62.79
1833,128,39,2023-07-06,2023-07-07,1,1,2023-06-02,web,confirmed,150.44,150.44
1402,531,43,2023-07-06,2023-07-08,2,1,2023-06-24,web,confirmed,62.54,125.08
303,1,48,2023-07-06,2023-07-11,5,3,2023-06-10,mobile_app,confirmed,94.02,470.12
347,239,49,2023-07-06,2023-07-10,4,4,2023-06-15,phone,confirmed,179.78,719.14
881,56,51,2023-07-06,2023-07-09,3,4,2023-07-02,agency,confirmed,129.21,387.64
1451,277,53,2023-07-06,2023-07-08,2,1,2023-06-18,phone,confirmed,78.92,157.83
130,211,55,2023-07-06,2023-07-07,1,3,2023-06-16,phone,confirmed,142.75,142.75
1492,69,58,2023-07-06,2023-07-07,1,4,2023-05-13,web,confirmed,167.3,167.3
1156,304,59,2023-07-06,2023-07-11,5,3,2023-06-20,web,confirmed,100.67,503.34
700,203,60,2023-07-06,2023-07-10,4,2,2023-05-08,web,confirmed,168.08,672.32
427,661,62,2023-07-06,2023-07-09,3,4,2023-06-22,web,confirmed,99.23,297.69
1284,245,63,2023-07-06,2023-07-09,3,1,2023-06-16,agency,confirmed,153.28,459.84
177,377,65,2023-07-06,2023-07-07,1,1,2023-06-12,web,confirmed,158.26,158.26
1460,677,66,2023-07-06,2023-07-07,1,1,2023-05-14,phone,confirmed,131.43,131.43
1271,83,67,2023-07-06,2023-07-07,1,2,2023-06-12,web,confirmed,81.0,81.0
738,436,70,2023-07-06,2023-07-08,2,1,2023-05-23,mobile_app,confirmed,148.11,296.22
1174,451,71,2023-07-06,2023-07-10,4,1,2023-05-20,web,confirmed,160.27,641.09
12,451,72,2023-07-06,2023-07-09,3,4,2023-06-04,phone,confirmed,159.21,477.64
1889,518,73,2023-07-06,2023-07-07,1,1,2023-06-01,phone,confirmed,123.92,123.92
1430,602,74,2023-07-06,2023-07-07,1,4,2023-05-20,agency,confirmed,138.16,138.16
1297,229,75,2023-07-06,2023-07-09,3,2,2023-06-17,agency,confirmed,159.34,478.03
1928,685,81,2023-07-06,2023-07-07,1,4,2023-07-01,mobile_app,confirmed,68.55,68.55
1788,320,82,2023-07-06,2023-07-07,1,1,2023-05-27,agency,confirmed,96.94,96.94
1887,44,83,2023-07-06,2023-07-07,1,4,2023-05-13,phone,confirmed,61.27,61.27
1141,710,87,2023-07-06,2023-07-07,1,3,2023-07-05,agency,confirmed,128.89,128.89
1210,152,88,2023-07-06,2023-07-07,1,1,2023-05-22,mobile_app,confirmed,61.5,61.5
415,629,89,2023-07-06,2023-07-10,4,2,2023-06-13,phone,confirmed,132.65,530.6
1835,126,91,2023-07-06,2023-07-07,1,3,2023-05-10,phone,confirmed,85.96,85.96
585,778,92,2023-07-06,2023-07-08,2,4,2023-05-18,agency,confirmed,138.15,276.29
54,215,98,2023-07-06,2023-07-10,4,1,2023-07-05,agency,confirmed,107.25,429.01
1516,392,100,2023-07-06,2023-07-07,1,1,2023-06-18,agency,confirmed,78.63,78.63
577,95,103,2023-07-06,2023-07-07,1,1,2023-06-22,phone,confirmed,139.59,139.59
1867,706,104,2023-07-06,2023-07-07,1,4,2023-05-07,web,confirmed,82.92,82.92
1197,16,105,2023-07-06,2023-07-08,2,2,2023-06-14,mobile_app,confirmed,116.96,233.92
681,533,106,2023-07-06,2023-07-08,2,1,2023-06-17,phone,confirmed,143.72,287.44
434,331,107,2023-07-06,2023-07-12,6,3,2023-05-09,mobile_app,confirmed,80.85,485.12
1470,341,110,2023-07-06,2023-07-07,1,2,2023-05-13,phone,confirmed,115.69,115.69
1149,149,111,2023-07-06,2023-07-08,2,1,2023-06-16,agency,confirmed,146.34,292.68
443,556,112,2023-07-06,2023-07-08,2,2,2023-05-29,mobile_app,confirmed,139.72,279.43
269,266,117,2023-07-06,2023-07-09,3,4,2023-06-12,agency,confirmed,148.18,444.55
712,465,120,2023-07-06,2023-07-09,3,1,2023-06-23,mobile_app,confirmed,152.92,458.77
1478,272,122,2023-07-06,2023-07-07,1,3,2023-05-14,agency,confirmed,149.98,149.98
1479,455,124,2023-07-06,2023-07-08,2,2,2023-05-14,mobile_app,confirmed,149.58,299.16
1085,468,129,2023-07-06,2023-07-10,4,2,2023-06-17,mobile_app,confirmed,158.59,634.36
304,81,131,2023-07-06,2023-07-10,4,4,2023-06-16,web,confirmed,127.35,509.42
191,26,132,2023-07-06,2023-07-08,2,1,2023-06-09,agency,confirmed,87.66,175.32
1151,787,134,2023-07-06,2023-07-09,3,2,2023-06-15,web,confirmed,127.89,383.66
742,529,136,2023-07-06,2023-07-10,4,1,2023-06-08,mobile_app,confirmed,60.82,243.29
606,83,140,2023-07-06,2023-07-08,2,3,2023-05-25,web,confirmed,84.71,169.42
1017,540,145,2023-07-06,2023-07-08,2,2,2023-06-29,mobile_app,confirmed,97.18,194.35
258,232,146,2023-07-06,2023-07-08,2,2,2023-06-11,agency,confirmed,165.68,331.36
864,69,148,2023-07-06,2023-07-10,4,3,2023-06-20,agency,confirmed,104.09,416.37
994,789,150,2023-07-06,2023-07-07,1,3,2023-05-25,mobile_app,confirmed,84.27,84.27
1838,168,1,2023-07-07,2023-07-08,1,4,2023-06-11,mobile_app,confirmed,109.85,109.85
605,226,3,2023-07-07,2023-07-11,4,2,2023-06-14,agency,confirmed,108.75,435.0
110,343,6,2023-07-07,2023-07-08,1,2,2023-06-18,mobile_app,confirmed,142.95,142.95
637,239,7,2023-07-07,2023-07-10,3,3,2023-06-28,web,confirmed,71.32,213.97
281,197,16,2023-07-07,2023-07-11,4,4,2023-05-21,web,confirmed,101.88,407.53
1663,341,17,2023-07-07,2023-07-08,1,3,2023-05-26,agency,confirmed,71.44,71.44
772,661,21,2023-07-07,2023-07-13,6,3,2023-06-19,agency,confirmed,90.69,544.11
264,137,23,2023-07-07,2023-07-10,3,4,2023-07-06,agency,confirmed,147.56,442.68
1439,645,24,2023-07-07,2023-07-09,2,2,2023-05-14,agency,confirmed,89.44,178.87
440,434,26,2023-07-07,2023-07-10,3,1,2023-05-20,web,confirmed,101.39,304.18
1173,330,27,2023-07-07,2023-07-11,4,1,2023-06-21,phone,confirmed,152.31,609.25
1769,585,30,2023-07-07,2023-07-08,1,1,2023-06-21,web,confirmed,164.33,164.33
412,393,32,2023-07-07,2023-07-08,1,2,2023-06-15,web,confirmed,71.17,71.17
1840,148,33,2023-07-07,2023-07-08,1,4,2023-06-06,mobile_app,confirmed,154.72,154.72
1277,434,36,2023-07-07,2023-07-11,4,1,2023-06-14,phone,confirmed,98.59,394.38
592,363,39,2023-07-07,2023-07-12,5,3,2023-06-02,agency,confirmed,165.25,826.26
247,717,41,2023-07-07,2023-07-09,2,3,2023-05-13,phone,confirmed,175.26,350.51
45,504,44,2023-07-07,2023-07-10,3,3,2023-06-21,phone,confirmed,135.72,407.17
693,174,47,2023-07-07,2023-07-10,3,3,2023-06-06,phone,confirmed,86.45,259.34
1269,691,50,2023-07-07,2023-07-11,4,3,2023-06-09,mobile_app,confirmed,107.81,431.25
61,435,55,2023-07-07,2023-07-09,2,4,2023-06-25,phone,confirmed,71.79,143.59
1944,457,56,2023-07-07,2023-07-08,1,4,2023-07-07,web,confirmed,97.48,97.48
48,700,57,2023-07-07,2023-07-10,3,4,2023-06-15,phone,confirmed,65.97,197.91
1263,141,58,2023-07-07,2023-07-09,2,2,2023-06-11,phone,confirmed,99.02,198.04
830,609,61,2023-07-07,2023-07-13,6,4,2023-06-05,phone,confirmed,154.14,924.85
995,669,65,2023-07-07,2023-07-11,4,4,2023-06-27,web,confirmed,131.41,525.65
391,256,66,2023-07-07,2023-07-09,2,3,2023-05-14,agency,confirmed,86.39,172.77
446,216,67,2023-07-07,2023-07-09,2,4,2023-07-06,agency,confirmed,163.97,327.93
422,793,73,2023-07-07,2023-07-08,1,4,2023-07-07,agency,confirmed,164.03,164.03
220,130,74,2023-07-07,2023-07-11,4,1,2023-05-08,phone,confirmed,114.69,458.76
324,174,76,2023-07-07,2023-07-12,5,1,2023-05-15,agency,confirmed,142.58,712.88
1283,357,77,2023-07-07,2023-07-09,2,3,2023-05-15,agency,confirmed,125.85,251.69
200,159,79,2023-07-07,2023-07-10,3,1,2023-05-13,web,confirmed,134.6,403.8
1146,288,80,2023-07-07,2023-07-12,5,4,2023-07-01,agency,confirmed,154.61,773.07
1129,433,81,2023-07-07,2023-07-10,3,1,2023-05-30,phone,confirmed,125.31,375.93
600,405,82,2023-07-07,2023-07-11,4,4,2023-06-29,agency,confirmed,118.71,474.85
746,100,83,2023-07-07,2023-07-10,3,2,2023-06-04,web,confirmed,168.68,506.04
609,491,85,2023-07-07,2023-07-09,2,3,2023-07-01,web,confirmed,110.89,221.77
1852,69,86,2023-07-07,2023-07-08,1,3,2023-06-19,web,confirmed,99.08,99.08
1510,702,87,2023-07-07,2023-07-09,2,1,2023-05-15,mobile_app,confirmed,160.39,320.79
1515,676,88,2023-07-07,2023-07-08,1,2,2023-06-13,mobile_app,confirmed,68.76,68.76
627,370,91,2023-07-07,2023-07-10,3,3,2023-05-28,web,confirmed,67.13,201.38
1328,693,93,2023-07-07,2023-07-09,2,4,2023-07-06,agency,confirmed,162.01,324.02
652,271,94,2023-07-07,2023-07-12,5,1,2023-05-16,agency,confirmed,118.57,592.83
306,459,95,2023-07-07,2023-07-09,2,2,2023-06-13,agency,confirmed,89.96,179.92
1772,566,97,2023-07-07,2023-07-08,1,3,2023-06-10,agency,confirmed,176.09,176.09
1060,672,100,2023-07-07,2023-07-10,3,3,2023-06-21,mobile_app,confirmed,95.86,287.59
1513,599,103,2023-07-07,2023-07-09,2,1,2023-06-14,agency,confirmed,176.61,353.22
1093,656,104,2023-07-07,2023-07-09,2,1,2023-05-15,web,confirmed,155.46,310.92
1398,556,109,2023-07-07,2023-07-08,1,2,2023-05-20,agency,confirmed,117.34,117.34
289,93,110,2023-07-07,2023-07-10,3,2,2023-06-30,phone,confirmed,122.45,367.35
1880,165,113,2023-07-07,2023-07-08,1,3,2023-07-02,mobile_app,confirmed,75.57,75.57
1362,94,114,2023-07-07,2023-07-09,2,4,2023-06-23,mobile_app,confirmed,155.55,311.09
1817,468,119,2023-07-07,2023-07-08,1,2,2023-05-14,web,confirmed,120.17,120.17
1090,581,121,2023-07-07,2023-07-08,1,1,2023-06-30,web,confirmed,155.28,155.28
352,619,122,2023-07-07,2023-07-09,2,3,2023-06-01,agency,confirmed,70.27,140.54
1600,519,125,2023-07-07,2023-07-08,1,3,2023-07-06,phone,confirmed,88.6,88.6
1749,118,127,2023-07-07,2023-07-08,1,1,2023-05-10,agency,confirmed,75.53,75.53
675,60,128,2023-07-07,2023-07-09,2,3,2023-06-01,mobile_app,confirmed,98.27,196.54
1953,433,130,2023-07-07,2023-07-08,1,3,2023-07-01,agency,confirmed,134.56,134.56
156,171,135,2023-07-07,2023-07-10,3,4,2023-05-22,mobile_app,confirmed,62.35,187.05
1500,463,138,2023-07-07,2023-07-09,2,3,2023-05-13,agency,confirmed,162.58,325.15
90,361,144,2023-07-07,2023-07-10,3,3,2023-07-01,web,confirmed,61.86,185.58
63,625,147,2023-07-07,2023-07-11,4,3,2023-06-13,mobile_app,confirmed,71.51,286.03
188,571,150,2023-07-07,2023-07-11,4,4,2023-05-23,web,confirmed,96.65,386.6
1111,604,1,2023-07-08,2023-07-12,4,3,2023-06-12,phone,confirmed,89.19,356.76
756,631,2,2023-07-08,2023-07-09,1,4,2023-05-28,agency,confirmed,120.07,120.07
848,537,6,2023-07-08,2023-07-09,1,1,2023-06-08,phone,confirmed,72.14,72.14
1299,717,9,2023-07-08,2023-07-12,4,4,2023-06-24,phone,confirmed,162.16,648.66
978,625,11,2023-07-08,2023-07-14,6,4,2023-05-28,agency,confirmed,153.71,922.26
1506,378,12,2023-07-08,2023-07-09,1,3,2023-06-25,mobile_app,confirmed,63.04,63.04
1194,319,14,2023-07-08,2023-07-09,1,1,2023-06-02,mobile_app,confirmed,60.36,60.36
871,456,17,2023-07-08,2023-07-11,3,1,2023-07-05,phone,confirmed,67.57,202.71
1342,519,20,2023-07-08,2023-07-09,1,4,2023-05-23,mobile_app,confirmed,176.77,176.77
271,98,22,2023-07-08,2023-07-09,1,1,2023-06-17,agency,confirmed,60.13,60.13
1207,706,28,2023-07-08,2023-07-12,4,2,2023-06-11,phone,confirmed,158.24,632.98
874,458,29,2023-07-08,2023-07-09,1,2,2023-06-17,mobile_app,confirmed,116.34,116.34
405,645,30,2023-07-08,2023-07-13,5,2,2023-05-09,mobile_app,confirmed,111.65,558.24
1023,354,32,2023-07-08,2023-07-10,2,4,2023-06-08,phone,confirmed,165.38,330.76
512,779,33,2023-07-08,2023-07-12,4,4,2023-05-31,mobile_app,confirmed,174.34,697.36
1320,365,34,2023-07-08,2023-07-10,2,3,2023-06-24,phone,confirmed,178.68,357.36
1917,691,40,2023-07-08,2023-07-09,1,1,2023-06-24,agency,confirmed,154.58,154.58
249,44,42,2023-07-08,2023-07-11,3,3,2023-06-01,web,confirmed,105.82,317.47
661,640,43,2023-07-08,2023-07-09,1,2,2023-06-01,phone,confirmed,103.86,103.86
1192,502,45,2023-07-08,2023-07-11,3,2,2023-06-02,web,confirmed,130.6,391.79
1629,187,46,2023-07-08,2023-07-10,2,1,2023-07-01,web,confirmed,172.51,345.03
1636,731,52,2023-07-08,2023-07-10,2,1,2023-06-04,web,confirmed,125.63,251.27
116,370,53,2023-07-08,2023-07-12,4,4,2023-05-13,agency,confirmed,161.89,647.54
261,342,54,2023-07-08,2023-07-12,4,2,2023-06-14,agency,confirmed,144.06,576.23
55,373,56,2023-07-08,2023-07-10,2,2,2023-06-15,phone,confirmed,71.53,143.06
1812,607,64,2023-07-08,2023-07-09,1,3,2023-06-10,phone,confirmed,94.95,94.95
808,474,68,2023-07-08,2023-07-10,2,1,2023-06-15,mobile_app,confirmed,100.68,201.37
1847,441,70,2023-07-08,2023-07-09,1,1,2023-05-16,mobile_app,confirmed,179.7,179.7
1214,417,73,2023-07-08,2023-07-10,2,4,2023-06-25,web,confirmed,111.18,222.35
1377,104,78,2023-07-08,2023-07-10,2,3,2023-05-31,phone,confirmed,145.93,291.85
524,415,86,2023-07-08,2023-07-11,3,2,2023-06-04,agency,confirmed,123.21,369.63
1327,88,88,2023-07-08,2023-07-09,1,4,2023-07-04,phone,confirmed,132.58,132.58
1795,270,90,2023-07-08,2023-07-09,1,4,2023-06-12,agency,confirmed,78.2,78.2
336,158,92,2023-07-08,2023-07-10,2,4,2023-05-24,agency,confirmed,131.01,262.03
148,283,97,2023-07-08,2023-07-12,4,4,2023-06-09,phone,confirmed,105.46,421.86
147,81,102,2023-07-08,2023-07-11,3,1,2023-06-23,web,confirmed,132.84,398.53
590,170,105,2023-07-08,2023-07-12,4,3,2023-07-08,phone,confirmed,166.68,666.73
1855,357,106,2023-07-08,2023-07-09,1,3,2023-05-28,phone,confirmed,128.93,128.93
1101,130,109,2023-07-08,2023-07-11,3,2,2023-06-26,mobile_app,confirmed,143.84,431.52
46,104,111,2023-07-08,2023-07-11,3,1,2023-06-29,web,confirmed,97.95,293.84
1570,337,112,2023-07-08,2023-07-10,2,4,2023-06-15,agency,confirmed,168.04,336.07
852,408,113,2023-07-08,2023-07-13,5,1,2023-05-17,mobile_app,confirmed,104.72,523.61
1251,378,115,2023-07-08,2023-07-11,3,3,2023-07-07,mobile_app,confirmed,101.62,304.87
1196,344,116,2023-07-08,2023-07-12,4,3,2023-06-24,agency,confirmed,129.22,516.86
1896,683,118,2023-07-08,2023-07-09,1,2,2023-07-08,mobile_app,confirmed,120.87,120.87
1396,303,119,2023-07-08,2023-07-09,1,4,2023-05-20,mobile_app,confirmed,60.46,60.46
1345,651,121,2023-07-08,2023-07-09,1,3,2023-05-25,web,confirmed,147.06,147.06
275,683,124,2023-07-08,2023-07-10,2,2,2023-05-26,web,confirmed,177.76,355.52
13,437,125,2023-07-08,2023-07-12,4,2,2023-05-11,agency,confirmed,176.62,706.47
836,340,126,2023-07-08,2023-07-10,2,2,2023-06-10,phone,confirmed,90.72,181.45
